kPass,V10.0,Filename,D:\kPassData\Test\ad_230716161135.csv
SamplingFreq,500,TriggerSeq,18096
PreTrgSweeps,2000,PostTrgSweeps,1500
Offset (Volts)
-0.004,-0.005,-0.004,-0.006,-0.006,-0.006,-0.004,-0.006,-0.005,-0.004,-0.004,-0.003,-0.006,-0.005,-0.005,-0.005,-0.167,-0.037,0.001,-0.042,-0.007,-0.007,-0.006,-0.008,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,5.003
Data (Volts)
-0.0049,-0.0098,-0.0061,-0.0031,-0.0070,-0.0153,-0.0034,-0.0128,-0.0049,-0.0040,-0.3665,-0.2060,0.7864,1.2286,0.4819,0.6335,-4.3134,-0.4102,0.0180,-0.6229,-0.0162,-0.0064,-0.0192,-0.0085,-0.0015,-0.0015,-0.0009,-0.0018,-0.0006,-0.0012,-0.0024,5.0031
-0.0024,-0.0095,-0.0079,-0.0018,-0.0073,-0.0156,-0.0034,-0.0125,-0.0049,-0.0040,-0.3668,-0.2048,0.7858,1.2283,0.4822,0.6326,-4.3134,-0.4102,0.0189,-0.6223,-0.0165,-0.0061,-0.0195,-0.0085,-0.0015,-0.0015,-0.0009,-0.0012,-0.0009,-0.0003,-0.0003,5.0015
-0.0046,-0.0095,-0.0079,-0.0024,-0.0070,-0.0153,-0.0024,-0.0134,-0.0058,-0.0034,-0.3671,-0.2054,0.7870,1.2268,0.4807,0.6314,-4.3143,-0.4095,0.0168,-0.6216,-0.0162,-0.0061,-0.0192,-0.0076,-0.0024,-0.0009,-0.0003,-0.0021,-0.0009,-0.0012,-0.0018,5.0021
-0.0052,-0.0092,-0.0073,-0.0043,-0.0073,-0.0143,-0.0034,-0.0125,-0.0049,-0.0049,-0.3650,-0.2048,0.7849,1.2283,0.4810,0.6326,-4.3146,-0.4092,0.0186,-0.6232,-0.0168,-0.0043,-0.0195,-0.0079,-0.0003,-0.0012,-0.0012,-0.0021,-0.0009,-0.0009,-0.0021,5.0024
-0.0052,-0.0098,-0.0079,-0.0031,-0.0076,-0.0150,-0.0040,-0.0119,-0.0043,-0.0046,-0.3641,-0.2029,0.7861,1.2299,0.4810,0.6308,-4.3155,-0.4086,0.0183,-0.6219,-0.0171,-0.0052,-0.0208,-0.0079,-0.0003,-0.0015,0.0000,-0.0015,-0.0012,-0.0009,-0.0021,5.0034
-0.0049,-0.0092,-0.0079,-0.0021,-0.0076,-0.0156,-0.0040,-0.0116,-0.0046,-0.0046,-0.3647,-0.2036,0.7874,1.2308,0.4797,0.6308,-4.3155,-0.4089,0.0177,-0.6229,-0.0165,-0.0058,-0.0201,-0.0073,-0.0018,-0.0021,-0.0009,-0.0003,-0.0021,0.0000,-0.0018,5.0034
-0.0049,-0.0107,-0.0070,-0.0021,-0.0067,-0.0153,-0.0021,-0.0134,-0.0037,-0.0049,-0.3650,-0.2014,0.7861,1.2296,0.4800,0.6293,-4.3167,-0.4083,0.0168,-0.6213,-0.0174,-0.0064,-0.0189,-0.0082,-0.0018,-0.0003,-0.0009,-0.0009,-0.0012,-0.0015,0.0000,5.0021
-0.0049,-0.0092,-0.0079,-0.0024,-0.0061,-0.0159,-0.0031,-0.0113,-0.0052,-0.0040,-0.3632,-0.2017,0.7858,1.2299,0.4800,0.6302,-4.3179,-0.4074,0.0168,-0.6226,-0.0165,-0.0061,-0.0195,-0.0076,-0.0006,-0.0009,-0.0015,-0.0003,-0.0018,-0.0018,-0.0012,5.0024
