kPass,V10.0,Filename,D:\kPassData\Test\ad_231119164726.csv
SamplingFreq,500,TriggerSeq,13747
PreTrgSweeps,2000,PostTrgSweeps,1500
Offset (Volts)
-0.003,-0.003,-0.013,0.006,-0.005,-0.003,-0.003,-0.003,-0.003,-0.002,-0.012,0.008,-0.005,-0.002,-0.003,-0.002,-0.422,-0.025,-0.001,-0.035,-0.003,-0.001,-0.002,-0.004,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,5.003
Data (Volts)
-0.0043,-0.0089,-0.1599,0.1547,-0.0500,0.0360,-0.0461,0.0348,-0.0031,-0.0027,-0.4254,-0.0647,1.2027,0.7410,0.3189,0.3885,-6.5878,-0.3613,0.0000,-0.5350,-0.0064,-0.0018,-0.0104,-0.0064,-0.0009,-0.0015,-0.0012,-0.0018,-0.0015,-0.0006,-0.0024,5.0031
-0.0040,-0.0082,-0.1599,0.1541,-0.0504,0.0360,-0.0449,0.0342,-0.0031,-0.0037,-0.4285,-0.0641,1.2027,0.7407,0.3183,0.3888,-6.5878,-0.3619,-0.0009,-0.5359,-0.0082,-0.0012,-0.0089,-0.0073,-0.0012,-0.0006,-0.0012,-0.0009,-0.0018,-0.0015,-0.0009,5.0031
-0.0027,-0.0085,-0.1611,0.1563,-0.0504,0.0360,-0.0452,0.0345,-0.0037,-0.0021,-0.4294,-0.0653,1.2051,0.7410,0.3204,0.3876,-6.5881,-0.3629,-0.0021,-0.5362,-0.0067,-0.0031,-0.0092,-0.0070,-0.0003,-0.0006,-0.0012,-0.0006,-0.0009,-0.0018,-0.0009,5.0027
-0.0031,-0.0082,-0.1602,0.1553,-0.0491,0.0360,-0.0455,0.0351,-0.0034,-0.0037,-0.4318,-0.0668,1.2045,0.7434,0.3220,0.3894,-6.5872,-0.3619,-0.0009,-0.5362,-0.0070,-0.0012,-0.0092,-0.0064,-0.0009,-0.0009,-0.0018,-0.0009,-0.0009,-0.0012,0.0006,5.0015
-0.0031,-0.0085,-0.1605,0.1544,-0.0497,0.0369,-0.0452,0.0351,-0.0034,-0.0034,-0.4318,-0.0668,1.2064,0.7434,0.3223,0.3918,-6.5875,-0.3625,0.0000,-0.5353,-0.0067,-0.0012,-0.0095,-0.0064,0.0000,-0.0015,-0.0018,-0.0012,-0.0021,-0.0018,-0.0012,5.0012
-0.0034,-0.0092,-0.1596,0.1556,-0.0504,0.0366,-0.0449,0.0345,-0.0027,-0.0037,-0.4330,-0.0681,1.2067,0.7434,0.3223,0.3912,-6.5872,-0.3622,0.0009,-0.5365,-0.0061,-0.0003,-0.0085,-0.0061,-0.0015,-0.0012,-0.0015,-0.0018,-0.0003,-0.0024,0.0000,5.0024
-0.0027,-0.0076,-0.1596,0.1559,-0.0494,0.0372,-0.0458,0.0360,-0.0024,-0.0024,-0.4340,-0.0674,1.2067,0.7440,0.3232,0.3931,-6.5878,-0.3610,0.0009,-0.5359,-0.0052,0.0003,-0.0098,-0.0052,0.0000,-0.0018,-0.0018,-0.0012,-0.0012,-0.0006,0.0003,5.0024
-0.0040,-0.0082,-0.1581,0.1553,-0.0504,0.0360,-0.0455,0.0354,-0.0034,-0.0037,-0.4355,-0.0668,1.2061,0.7440,0.3238,0.3937,-6.5869,-0.3610,0.0012,-0.5347,-0.0061,-0.0003,-0.0089,-0.0052,-0.0003,-0.0015,-0.0018,-0.0006,-0.0015,-0.0018,-0.0012,5.0018
-0.0034,-0.0070,-0.1581,0.1550,-0.0494,0.0372,-0.0461,0.0345,-0.0027,-0.0027,-0.4352,-0.0681,1.2045,0.7428,0.3244,0.3952,-6.5863,-0.3622,0.0006,-0.5356,-0.0073,-0.0009,-0.0089,-0.0064,-0.0012,-0.0015,-0.0018,-0.0009,-0.0012,-0.0018,-0.0012,5.0015
-0.0021,-0.0082,-0.1596,0.1538,-0.0500,0.0366,-0.0464,0.0360,-0.0027,-0.0034,-0.4367,-0.0699,1.2039,0.7425,0.3244,0.3952,-6.5872,-0.3625,0.0003,-0.5359,-0.0067,-0.0009,-0.0082,-0.0058,-0.0006,-0.0021,0.0003,-0.0012,-0.0024,-0.0006,-0.0003,5.0024
-0.0040,-0.0079,-0.1593,0.1529,-0.0494,0.0354,-0.0461,0.0363,-0.0027,-0.0034,-0.4379,-0.0699,1.2015,0.7428,0.3256,0.3967,-6.5884,-0.3610,-0.0012,-0.5371,-0.0073,-0.0015,-0.0104,-0.0055,-0.0012,-0.0012,-0.0018,-0.0015,-0.0003,-0.0012,-0.0003,5.0021
-0.0037,-0.0082,-0.1605,0.1544,-0.0494,0.0357,-0.0455,0.0357,-0.0049,-0.0018,-0.4410,-0.0708,1.2009,0.7407,0.3262,0.3979,-6.5884,-0.3619,-0.0009,-0.5368,-0.0073,-0.0024,-0.0098,-0.0058,-0.0009,-0.0003,-0.0018,-0.0024,-0.0015,-0.0006,-0.0015,5.0018
-0.0037,-0.0079,-0.1611,0.1538,-0.0497,0.0348,-0.0452,0.0342,-0.0037,-0.0027,-0.4404,-0.0696,1.1987,0.7397,0.3275,0.3986,-6.5891,-0.3629,-0.0018,-0.5368,-0.0070,-0.0024,-0.0113,-0.0061,-0.0009,-0.0009,-0.0003,-0.0018,-0.0012,-0.0021,-0.0006,5.0015
