timestamps,x,y,z,Unnamed: 4,Unnamed: 5,Unnamed: 6
2019-08-06 10:25:55.540,2.4841,1.0298,-0.024,19,0,31.6
2019-08-06 10:25:55.560,-3.6015,0.4849,1.7735,0,0,31.6
2019-08-06 10:25:55.580,0.2568,0.4574,0.8111,19,0,31.6
2019-08-06 10:25:55.600,0.1975,0.3006,1.0696,19,0,31.6
2019-08-06 10:25:55.620,-0.1539,0.3634,0.9742,0,0,31.6
2019-08-06 10:25:55.640,-0.0829,0.5084,0.9225,0,0,31.6
2019-08-06 10:25:55.660,-0.4462,0.4261,0.9265,0,0,31.6
2019-08-06 10:25:55.680,-0.225,0.3986,0.8827,0,0,31.6
2019-08-06 10:25:55.700,-0.1816,0.5319,0.9782,0,0,31.6
2019-08-06 10:25:55.720,-0.2211,0.4457,0.7873,0,0,31.6
2019-08-06 10:25:55.740,-0.2764,0.3908,0.7515,19,0,31.6
2019-08-06 10:25:55.760,-0.2053,0.4496,0.6918,19,0,31.6
2019-08-06 10:25:55.780,-0.3514,0.6103,0.7555,19,0,31.6
2019-08-06 10:25:55.800,-0.379,0.6143,0.7913,19,0,31.6
2019-08-06 10:25:55.820,-0.1776,0.48100000000000004,0.7396,19,0,31.6
2019-08-06 10:25:55.840,-0.304,0.5045,0.6203,19,0,31.6
2019-08-06 10:25:55.860,-1.9705,0.7554,0.7276,19,0,31.6
2019-08-06 10:25:55.880,-1.6902,0.9279,1.1929,19,0,31.6
2019-08-06 10:25:55.900,-0.2764,0.4418,0.5646,19,0,31.6
2019-08-06 10:25:55.920,0.0791,0.6221,-0.0359,19,0,31.6
2019-08-06 10:25:55.940,-0.2803,0.677,0.4572,19,0,31.6
2019-08-06 10:25:55.960,-0.541,0.5594,0.9026,19,0,31.6
2019-08-06 10:25:55.980,0.0633,0.5868,0.0396,0,0,31.6
2019-08-06 10:25:56.500,-0.7621,0.0576,0.2226,0,0,31.1
2019-08-06 10:25:56.520,-0.8529,0.3006,0.5686,0,0,31.1
2019-08-06 10:25:56.540,-0.7582,0.2458,0.5407,0,0,31.1
2019-08-06 10:25:56.560,-0.8292,0.2654,0.5049,0,0,31.1
2019-08-06 10:25:56.580,-0.7937,0.2301,0.5527,0,0,31.1
2019-08-06 10:25:56.600,-0.8371,0.1438,0.4413,0,0,31.1
2019-08-06 10:25:56.620,-0.8885,0.187,0.3339,0,0,31.1
2019-08-06 10:25:56.640,-0.9122,0.2066,0.3578,0,0,31.1
2019-08-06 10:25:56.660,-0.9596,0.2614,0.326,0,0,31.1
2019-08-06 10:25:56.680,-1.0899,0.2301,0.2106,0,0,31.1
2019-08-06 10:25:56.700,-0.9438,0.1987,0.1947,0,0,31.1
2019-08-06 10:25:56.720,-0.924,0.1242,0.1271,0,0,31.1
2019-08-06 10:25:56.740,-0.9951,0.3477,0.2266,0,0,31.1
2019-08-06 10:25:56.760,-1.082,0.0145,0.3618,0,0,31.1
2019-08-06 10:25:56.780,-0.8806,0.0341,0.6004,19,0,31.1
2019-08-06 10:25:56.800,-1.2321,0.1399,-0.3779,19,0,31.1
2019-08-06 10:25:56.820,-0.77,0.1634,0.0754,38,0,31.1
2019-08-06 10:25:56.840,-0.8806,0.187,-0.027999999999999997,38,0,31.1
2019-08-06 10:25:56.860,-1.0425,0.2105,0.0237,57,0,31.1
2019-08-06 10:25:56.880,-1.0543,0.1399,0.1073,38,0,31.1
2019-08-06 10:25:56.900,-1.0227,0.085,0.0635,57,0,31.1
2019-08-06 10:25:56.920,-0.7858,0.0341,-0.2427,38,0,31.1
2019-08-06 10:25:56.940,-0.8095,0.0262,0.0078,38,0,31.1
2019-08-06 10:25:56.960,-0.9675,0.2066,-0.2586,38,0,31.1
2019-08-06 10:25:56.980,-1.1689,0.3712,-0.2387,38,0,31.1
2019-08-06 10:25:57.000,-0.9556,0.1948,-0.187,38,0,31.1
2019-08-06 10:25:57.020,-0.9754,0.1007,-0.1831,38,0,31.1
2019-08-06 10:25:57.040,-0.9161,0.1634,-0.19899999999999998,38,0,31.1
2019-08-06 10:25:57.060,-1.0267,0.2262,-0.1154,19,0,31.1
2019-08-06 10:25:57.080,-0.9833,-0.0561,-0.1314,19,0,31.1
2019-08-06 10:25:57.100,-1.0109,0.0341,-0.1154,0,0,31.1
2019-08-06 10:25:57.120,-0.9635,0.0968,-0.1552,0,0,31.1
2019-08-06 10:25:57.140,-0.9951,0.1713,-0.2666,0,0,31.1
