NO_OF_FRAMES	276
NO_OF_CAMERAS	0
NO_OF_MARKERS	25
FREQUENCY	50
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	SHIXUN EXPORT DATA
TIME_STAMP	2021/10/28 10:53:23
DATA_INCLUDED	3D
MARKER_NAMES	Â­¶¥µã      	µÚÆß¾±×µ        	ÐØ¹ÇÏÂµã        	Æêµã    	³Ü¹Çµã      	×ó¼ç·å      	×óÖâ    	×óÍó    	×óÖÐÖ¸¼â        	×ó÷Å    	×óÏ¥    	×óõ×    	×ó×ã¸ú     	×óÖº¼â      	ÓÒ¼ç·å      	ÓÒÖâ    	ÓÒÍó    	ÓÒÖÐÖ¸¼â        	ÓÒ÷Å    	ÓÒÏ¥    	ÓÒõ×    	ÓÒ×ã¸ú      	ÓÒÖº¼â      	Á´Çò    	ÖØÐÄ    
-931.84650	95.17581	1561.33753	-928.90123	121.49322	1361.82844	-900.03691	271.35808	1081.07747	-851.20087	178.67843	881.72890	-836.96147	97.74729	665.03111	-1099.99274	96.96899	1315.66019	-935.68142	355.36433	1228.66104	-652.19944	512.49048	1242.28280	-528.01795	538.36081	1242.03243	-905.88226	-52.53614	704.34009	-1078.35982	3.40052	334.32826	-844.75616	-240.59141	94.08372	-761.60319	-274.09850	40.76479	-967.69185	-341.54012	-3.70725	-808.76409	240.17343	1302.09639	-710.89277	274.56962	1046.03265	-598.20505	399.18253	1167.91605	-513.29061	492.03492	1206.19295	-723.64873	204.07466	704.69396	-894.30753	380.50430	401.57572	-734.65046	380.12665	64.89220	-699.18200	354.89252	-7.63288	-853.59148	498.18778	-12.08580	603.50526	671.71338	1219.61238	-887.51141	176.30890	885.41402
-939.07164	91.94232	1563.09306	-928.90123	121.49322	1361.82844	-897.22479	271.66318	1080.98320	-849.42700	151.51553	882.16500	-836.36384	96.98744	670.53433	-1107.85693	96.74949	1312.88057	-944.36079	354.89959	1217.63731	-653.05336	532.75516	1229.35557	-537.52018	567.09056	1219.05486	-902.97293	-87.79682	707.77231	-1078.35982	3.40052	334.32826	-844.75616	-240.59141	94.08372	-761.60319	-274.09850	40.76479	-967.69185	-341.54012	-3.70725	-808.76409	240.17343	1302.09639	-710.89277	274.56962	1046.03265	-604.93474	416.41011	1155.09490	-514.19561	538.23672	1203.76302	-722.19841	178.87228	708.08162	-899.74245	379.56892	399.35836	-734.65046	380.12665	64.89220	-699.18200	354.89252	-7.63288	-853.59148	498.18778	-12.08580	624.21861	763.66569	1197.89444	-887.54453	166.44943	885.61355
-937.99854	92.11105	1560.43223	-929.68741	132.24995	1363.42994	-882.68135	264.71504	1084.67535	-881.64585	141.30649	879.74602	-827.34500	86.32749	670.31991	-1100.03451	97.25041	1308.96026	-941.50493	352.67669	1210.56039	-666.28643	549.60590	1193.37532	-537.78598	573.33505	1210.22617	-903.03443	-85.32850	709.04653	-1085.03305	-5.18603	340.84511	-847.27089	-240.61821	94.29678	-761.60319	-274.09850	40.76479	-966.04674	-343.57447	4.09564	-808.76409	240.17343	1302.09639	-711.05004	269.92017	1034.67405	-610.84857	415.81810	1149.56804	-538.42200	544.72813	1179.50289	-722.19841	178.87228	708.08162	-901.80515	368.57615	400.05428	-740.29187	379.50127	65.58022	-699.55960	368.65024	-8.52880	-853.59148	498.18778	-12.08580	604.82276	789.30235	1164.67242	-890.75747	162.71511	885.99017
-941.82146	73.27823	1550.81868	-937.90393	131.70354	1362.12984	-884.69333	248.73534	1073.60913	-875.47039	132.98054	867.29201	-842.24850	66.17725	667.79332	-1102.14353	89.26092	1304.84078	-940.44648	331.61968	1192.33782	-684.73866	550.83804	1169.25381	-554.12141	581.12635	1165.35480	-895.15356	-84.96387	709.92913	-1076.99082	-5.04095	338.72342	-847.27089	-240.61821	94.29678	-761.60319	-274.09850	40.76479	-967.23396	-337.32055	-0.25970	-808.76409	240.17343	1302.09639	-711.05054	270.05011	1033.27651	-625.97369	425.72940	1138.53823	-561.56023	592.50364	1129.20704	-715.81733	162.11703	702.48578	-901.83705	361.16772	396.02387	-731.87661	380.52826	64.49923	-699.55960	368.65024	-8.52880	-853.59148	498.18778	-12.08580	573.90554	901.93200	1117.78344	-890.04024	154.37614	879.65478
-933.88822	57.60983	1545.60956	-938.64980	139.92923	1356.84859	-883.65400	230.27207	1067.87784	-874.49611	119.44758	867.51454	-855.53308	62.78841	668.83532	-1105.48185	68.36447	1299.18533	-953.56810	314.51366	1180.15476	-699.51954	543.33720	1156.90542	-563.89344	597.85877	1148.00939	-863.57215	-81.87430	703.60072	-1093.58387	-19.48331	345.32183	-847.27089	-240.61821	94.29678	-761.60319	-274.09850	40.76479	-967.23396	-337.32055	-0.25970	-800.58735	240.84383	1300.59593	-711.64686	281.07641	1030.48810	-638.10111	422.45179	1115.79833	-589.28920	620.11653	1118.78290	-701.89843	157.22393	696.10833	-913.02566	359.97152	397.20459	-731.77018	380.26009	63.09326	-699.55960	368.65024	-8.52880	-853.59148	498.18778	-12.08580	515.41787	982.23315	1067.66220	-889.23300	147.42215	876.66808
-939.18659	57.40472	1546.22205	-939.86440	115.76941	1349.56521	-882.93688	217.11951	1062.29700	-873.43074	100.84816	864.98337	-848.33672	35.81006	666.46026	-1103.95388	52.88662	1296.26448	-955.73140	301.60351	1163.37059	-715.10143	560.31096	1156.48565	-583.12895	621.53603	1123.94297	-863.04912	-90.05156	703.77042	-1087.03269	-34.50680	346.69177	-847.27089	-240.61821	94.29678	-761.60319	-274.09850	40.76479	-967.23396	-337.32055	-0.25970	-812.03189	245.48089	1299.44264	-717.45797	278.41490	1020.79752	-649.77509	421.28852	1110.45653	-601.65184	618.58802	1101.79411	-690.60517	139.46185	697.15756	-901.33067	353.20768	396.39981	-743.13085	376.57691	63.29148	-698.30404	359.20936	-2.26594	-853.59148	498.18778	-12.08580	459.80518	1071.36222	1015.50574	-886.58909	133.02115	873.81833
-938.20084	57.52496	1543.55675	-942.50769	115.65767	1350.97253	-885.75726	214.37079	1055.50951	-873.04412	92.83977	863.75204	-848.27301	35.53290	663.75118	-1101.44409	52.93785	1293.64946	-956.42911	307.04436	1153.80188	-727.70757	559.36294	1126.79278	-604.45583	616.82560	1099.64203	-845.91841	-108.76889	701.78787	-1086.02757	-44.82269	347.21342	-847.16377	-243.30692	94.51901	-761.60319	-274.09850	40.76479	-967.23396	-337.32055	-0.25970	-803.51446	243.48126	1297.87269	-717.45797	278.41490	1020.79752	-664.91031	425.89831	1092.25777	-632.21919	629.67646	1077.75616	-682.08999	131.54454	692.70471	-901.53806	350.95021	393.62118	-731.93194	377.78222	61.81107	-699.21893	365.61784	-6.90753	-853.59148	498.18778	-12.08580	427.31076	1173.50297	978.95480	-884.67226	127.37035	870.80930
-934.27000	57.77840	1542.29809	-946.23311	126.18482	1349.86329	-912.48850	199.22808	1050.82668	-872.24601	79.59967	859.77300	-847.55207	24.71845	664.04768	-1106.02852	42.65042	1280.06521	-952.30077	315.51831	1133.37961	-748.47416	556.91902	1111.68960	-627.18193	586.90962	1100.85408	-832.46533	-111.43621	698.26505	-1082.34252	-76.82878	353.87455	-847.16377	-243.30692	94.51901	-761.60319	-274.09850	40.76479	-967.23396	-337.32055	-0.25970	-802.29135	216.66942	1280.68202	-720.34865	278.09791	1018.08578	-695.23904	523.20577	1083.66374	-632.42115	621.26100	1063.37843	-681.64371	117.84759	691.60273	-901.17759	345.54298	393.76943	-737.48944	377.20229	62.60346	-699.21893	365.61784	-6.90753	-853.59148	498.18778	-12.08580	353.91966	1236.46775	940.50740	-888.06938	118.64440	868.52515
-940.39246	52.11551	1539.91332	-935.63391	126.85797	1345.74334	-901.50297	197.37317	1046.44291	-877.42908	76.33559	853.28905	-871.65342	23.56581	664.28537	-1101.59715	27.39924	1278.35221	-959.20644	323.10720	1114.45316	-757.86077	555.91340	1093.51764	-645.97120	593.16341	1071.36792	-820.58878	-130.37715	700.69994	-1081.70631	-75.16216	359.15258	-846.73231	-246.28779	96.04486	-761.14801	-274.94195	36.55036	-967.23396	-337.32055	-0.25970	-802.29135	216.66942	1280.68202	-728.45420	266.92050	1011.36081	-704.21229	519.27604	1071.22316	-653.05189	610.05011	1051.21666	-676.18094	118.14055	691.29889	-901.36256	345.79926	392.36939	-740.31187	376.88808	62.99742	-699.21893	365.61784	-6.90753	-853.59148	498.18778	-12.08580	257.48110	1319.42459	885.05816	-885.92454	115.63167	866.00461
-929.75692	52.66163	1538.69381	-932.99839	124.39615	1338.85179	-902.31500	170.41006	1043.79305	-868.96448	71.30256	854.32787	-873.26174	12.33833	667.59251	-1100.53407	14.43757	1272.88917	-970.12602	322.59930	1118.56712	-764.33962	555.42789	1071.05681	-667.88122	600.17166	1034.28955	-820.32495	-135.73950	702.24771	-1089.24731	-77.95044	366.71689	-846.43142	-249.19619	94.86559	-764.29895	-261.35344	35.75418	-969.75556	-337.35343	0.15315	-801.87991	213.71480	1289.01514	-736.89156	266.26510	1008.84855	-719.00394	512.62074	1054.39538	-665.30100	606.33127	1031.16200	-676.18094	118.14055	691.29889	-901.36256	345.79926	392.36939	-740.31187	376.88808	62.99742	-699.21893	365.61784	-6.90753	-853.59148	498.18778	-12.08580	184.26316	1371.14632	837.66571	-885.59474	108.26887	865.59180
-916.95727	39.94681	1531.63958	-933.00232	124.52305	1337.55415	-904.27751	156.91044	1038.40986	-852.31203	66.34030	846.74091	-877.31341	-4.43492	666.94311	-1100.50063	11.90046	1266.20621	-970.17013	320.15277	1110.18245	-765.26738	556.29893	1039.51826	-680.60681	604.70009	1010.16482	-812.04939	-141.28849	699.16003	-1096.27591	-90.53547	365.39181	-845.76299	-252.51772	97.69060	-763.75986	-262.15145	31.64412	-962.82064	-336.50832	3.12006	-798.57707	203.01538	1284.59884	-736.89156	266.26510	1008.84855	-740.34714	521.65566	1037.91971	-689.43525	603.94426	1007.43585	-656.77465	113.60617	690.12623	-895.61231	346.05703	389.07120	-740.31187	376.88808	62.99742	-699.21893	365.61784	-6.90753	-853.59148	498.18778	-12.08580	112.78849	1413.48275	795.35332	-880.85665	101.56831	861.34645
